transaction_id,user_id,amount,transaction_type,account_age_days,country,device_type,ip_address_risk,time_of_day,num_prev_transactions,avg_transaction_value,is_foreign_transaction,is_high_risk_country,is_vpn_used,login_attempts,device_trust_score,payment_gateway,browser_fingerprint_score,session_duration_sec,fraudulent
TXN04500,U2984,135.79,Refund,2641,India,Tablet,70,Afternoon,590,1958.83,1,0,1,5,63,Square,11,1907,1
TXN04501,U0654,228.64,Payment,1974,Canada,Mobile,69,Evening,460,365.64,1,1,1,4,94,Razorpay,71,65,1
TXN04502,U0013,180.24,Bill Payment,2276,India,Desktop,69,Afternoon,734,3105.55,1,0,0,5,28,Razorpay,71,584,0
TXN04503,U2844,84.98,Payment,3418,Australia,Tablet,75,Evening,720,2101.84,0,1,0,5,66,Razorpay,91,1922,1
TXN04504,U1547,1.62,Payment,19,USA,Tablet,62,Night,901,2146.68,1,1,1,7,42,Stripe,85,474,1
TXN04505,U2261,171.41,Payment,2492,Brazil,Mobile,85,Night,855,1174.23,1,1,1,6,1,Square,2,1819,1
TXN04506,U0884,84.09,Withdrawal,2416,Germany,Mobile,46,Evening,950,1250.85,1,0,1,9,49,Stripe,81,394,0
TXN04507,U0116,331.64,Refund,2947,China,Desktop,89,Evening,307,3938.37,1,0,1,3,8,Razorpay,73,104,1
TXN04508,U0536,6.06,Deposit,1643,USA,Desktop,88,Afternoon,332,2399.43,0,1,0,7,60,Square,99,472,0
TXN04509,U2963,219.77,Transfer,889,France,Mobile,18,Afternoon,212,550.94,0,1,0,6,93,Razorpay,84,457,1
TXN04510,U0994,709.57,Payment,1884,Brazil,Mobile,99,Afternoon,535,234.03,1,1,0,3,77,Stripe,60,1936,0
TXN04511,U1925,47.91,Deposit,726,India,Tablet,98,Night,189,1127.45,1,0,1,7,47,PayPal,28,319,0
TXN04512,U2154,159.5,Withdrawal,147,China,Desktop,12,Evening,183,2439.77,1,0,1,7,83,Razorpay,97,1861,1
TXN04513,U0226,23.97,Deposit,1717,Nigeria,Tablet,88,Morning,213,3088.16,1,1,1,1,13,Stripe,74,1707,1
TXN04514,U1062,245.66,Payment,1528,Nigeria,Mobile,44,Afternoon,92,722.68,0,1,1,6,85,Razorpay,47,1837,1
TXN04515,U1367,199.92,Bill Payment,2478,Nigeria,Mobile,31,Morning,407,2172.13,1,0,0,7,26,Stripe,13,1543,0
TXN04516,U2840,130.79,Refund,848,Canada,Mobile,29,Night,619,367.4,1,1,1,2,78,Square,43,130,0
TXN04517,U2825,184.21,Deposit,1464,Canada,Desktop,84,Afternoon,715,193.44,1,0,1,3,25,Stripe,96,1070,1
TXN04518,U0459,567.23,Payment,2246,Australia,Mobile,41,Afternoon,275,4317.42,0,0,0,9,14,PayPal,98,687,0
TXN04519,U0712,54.63,Payment,3045,Canada,Mobile,71,Morning,33,3293.38,0,0,1,8,94,Square,16,636,0
TXN04520,U0729,5.71,Transfer,1311,Australia,Desktop,41,Morning,782,3906.56,1,0,0,1,10,PayPal,67,1241,1
TXN04521,U0809,494.52,Bill Payment,565,India,Mobile,6,Evening,818,913.48,1,0,0,3,13,PayPal,40,1734,1
TXN04522,U2411,215.16,Transfer,369,China,Desktop,2,Morning,244,1614.18,0,1,0,3,3,PayPal,90,100,0
TXN04523,U1394,553.32,Bill Payment,1264,USA,Mobile,36,Night,638,2221.74,1,1,0,3,98,Razorpay,83,289,1
TXN04524,U2025,227.17,Refund,2850,India,Desktop,2,Afternoon,771,3291.88,1,1,0,2,58,Square,70,1203,0
TXN04525,U0966,415.39,Transfer,1311,Canada,Desktop,17,Morning,308,2676.54,1,1,1,5,95,Square,39,1504,0
TXN04526,U2184,140.39,Refund,2748,Germany,Desktop,41,Night,653,2759.53,1,1,0,3,35,Square,87,229,0
TXN04527,U1508,346.43,Withdrawal,3467,Australia,Desktop,8,Morning,704,788.93,0,1,0,3,49,PayPal,24,926,1
TXN04528,U1015,610.58,Withdrawal,3044,Australia,Tablet,56,Morning,416,2376.56,0,1,1,1,31,PayPal,75,257,1
TXN04529,U2995,212.23,Bill Payment,2566,France,Desktop,23,Morning,379,4119.87,0,0,0,6,77,Square,86,1683,0
TXN04530,U2268,49.85,Bill Payment,1819,France,Desktop,6,Evening,49,2549.76,1,0,0,9,97,Square,84,305,0
TXN04531,U2352,78.27,Transfer,2823,UK,Desktop,96,Afternoon,238,1002.71,0,0,1,6,58,Razorpay,40,990,0
TXN04532,U2418,55.36,Withdrawal,2609,UK,Desktop,88,Afternoon,234,2069.92,0,1,1,6,66,PayPal,68,1229,1
TXN04533,U2618,70.88,Deposit,1888,France,Mobile,41,Afternoon,318,3775.27,0,1,0,4,36,Square,44,1857,1
TXN04534,U2352,91.47,Deposit,60,Australia,Mobile,97,Evening,561,679.29,0,0,0,1,48,PayPal,81,1497,1
TXN04535,U2710,202.5,Deposit,545,China,Desktop,57,Morning,92,2904.41,0,0,0,2,22,Razorpay,36,408,0
TXN04536,U1436,221.68,Withdrawal,3065,USA,Desktop,84,Afternoon,759,4826.75,0,1,1,2,35,Square,15,1333,1
TXN04537,U2283,139.0,Deposit,2351,Brazil,Tablet,55,Afternoon,329,1904.61,0,1,0,1,85,Square,32,287,0
TXN04538,U2510,238.9,Refund,1268,Canada,Desktop,57,Morning,419,222.99,1,0,1,2,49,Stripe,6,1262,1
TXN04539,U0809,21.27,Payment,1708,China,Desktop,17,Afternoon,461,3167.35,1,0,0,5,0,Razorpay,60,709,0
TXN04540,U2324,22.97,Bill Payment,1231,India,Desktop,38,Morning,341,240.28,0,1,0,4,99,Stripe,61,781,1
TXN04541,U0797,47.13,Transfer,3447,USA,Mobile,49,Evening,241,962.07,1,1,1,8,49,Stripe,73,1408,0
TXN04542,U2836,182.49,Refund,2331,Germany,Desktop,32,Afternoon,608,246.74,0,1,0,3,13,Razorpay,67,1982,0
TXN04543,U2135,60.2,Deposit,2526,USA,Desktop,27,Afternoon,475,857.4,1,1,1,4,57,Square,83,311,1
TXN04544,U0356,83.27,Payment,1046,India,Tablet,55,Morning,966,4275.39,0,0,0,8,80,Razorpay,75,1962,0
TXN04545,U2772,127.84,Transfer,559,UK,Mobile,24,Night,611,3675.58,0,1,0,1,14,PayPal,15,1624,1
TXN04546,U1702,417.65,Refund,2397,Germany,Tablet,13,Evening,483,1712.55,0,0,1,7,58,Square,81,1405,1
TXN04547,U0016,3.49,Transfer,1513,Brazil,Desktop,54,Afternoon,945,4486.2,1,0,0,6,90,PayPal,66,663,1
TXN04548,U2790,262.01,Bill Payment,1968,China,Tablet,83,Morning,424,3327.59,1,1,0,5,80,Razorpay,98,688,0
TXN04549,U2130,276.32,Withdrawal,670,France,Desktop,83,Evening,865,2241.49,0,1,0,1,1,PayPal,27,1295,0
TXN04550,U1503,400.68,Deposit,258,Germany,Desktop,6,Morning,996,346.32,1,0,1,2,88,PayPal,6,1410,0
TXN04551,U1501,674.85,Refund,2703,USA,Mobile,3,Night,965,3654.95,0,0,1,5,71,Razorpay,25,850,1
TXN04552,U0948,5.09,Refund,1071,Nigeria,Tablet,94,Afternoon,226,1880.75,1,0,1,9,62,Stripe,58,1245,0
TXN04553,U2852,41.75,Payment,1051,Nigeria,Desktop,29,Night,154,1517.63,0,0,0,7,9,Stripe,28,80,0
TXN04554,U1198,543.27,Payment,1051,France,Tablet,61,Afternoon,541,1444.92,0,1,1,7,27,Stripe,71,1969,1
TXN04555,U2926,153.36,Payment,2005,Brazil,Mobile,56,Night,159,43.51,1,1,0,1,57,Razorpay,87,651,1
TXN04556,U1680,207.87,Transfer,3469,Nigeria,Desktop,36,Afternoon,210,3714.51,0,0,0,8,35,Stripe,8,1159,0
TXN04557,U2415,271.94,Deposit,145,Australia,Mobile,54,Morning,789,730.83,0,0,1,4,34,Stripe,65,1387,0
TXN04558,U1667,284.13,Transfer,2635,Australia,Tablet,84,Evening,724,2605.62,0,1,0,2,79,Razorpay,89,258,0
TXN04559,U1480,671.11,Deposit,2570,Nigeria,Tablet,64,Afternoon,580,85.33,0,1,0,7,80,Stripe,75,468,0
TXN04560,U0985,1448.11,Refund,3193,China,Tablet,51,Afternoon,660,3141.28,1,0,1,6,51,Stripe,53,1346,1
TXN04561,U1688,318.38,Transfer,801,USA,Desktop,2,Morning,488,1850.61,0,1,1,9,64,Square,83,1285,1
TXN04562,U2862,84.65,Transfer,1486,Nigeria,Desktop,76,Night,255,3155.58,1,1,0,9,85,PayPal,83,531,1
TXN04563,U2347,529.55,Transfer,2430,USA,Desktop,6,Afternoon,55,454.03,1,0,0,4,67,Stripe,88,944,0
TXN04564,U1768,12.62,Withdrawal,2824,Canada,Mobile,69,Night,851,1335.34,0,0,1,5,59,PayPal,27,527,0
TXN04565,U2303,65.69,Bill Payment,673,Canada,Tablet,69,Morning,741,555.98,0,0,1,5,26,Stripe,19,1925,0
TXN04566,U2644,569.19,Deposit,3490,Australia,Tablet,33,Afternoon,158,3232.12,0,0,0,8,20,Stripe,65,1287,0
TXN04567,U1212,73.99,Deposit,327,China,Tablet,95,Evening,868,547.22,1,0,1,1,74,PayPal,68,1178,1
TXN04568,U2882,62.32,Transfer,1415,Canada,Mobile,15,Afternoon,954,3087.43,0,1,1,6,30,Stripe,33,431,0
TXN04569,U2295,37.16,Withdrawal,3369,France,Desktop,7,Morning,965,677.78,1,0,1,5,67,Square,52,1674,1
TXN04570,U0145,489.95,Transfer,630,China,Mobile,20,Night,94,4717.06,0,0,1,2,86,Square,86,538,0
TXN04571,U2266,173.32,Deposit,2020,China,Tablet,10,Afternoon,238,2084.82,0,1,1,4,43,PayPal,33,1137,0
TXN04572,U0804,280.9,Bill Payment,2132,UK,Tablet,49,Morning,682,637.32,1,1,1,7,99,PayPal,79,310,1
TXN04573,U2552,68.3,Bill Payment,2194,Australia,Mobile,86,Morning,215,213.84,0,1,0,2,23,Razorpay,60,1824,1
TXN04574,U0398,354.75,Refund,2029,Germany,Desktop,5,Morning,437,1650.47,0,1,0,6,10,Stripe,0,1874,0
TXN04575,U2124,356.78,Withdrawal,1195,Germany,Desktop,14,Night,757,4457.48,0,0,0,5,36,Razorpay,47,1027,0
TXN04576,U0932,93.71,Bill Payment,2025,USA,Tablet,10,Night,145,723.36,1,0,0,1,11,Square,57,242,1
TXN04577,U0662,132.2,Withdrawal,1358,Brazil,Mobile,26,Evening,950,3955.21,1,0,0,1,61,PayPal,15,740,0
TXN04578,U0180,58.83,Transfer,2472,India,Desktop,78,Evening,507,2089.77,0,1,1,8,52,Stripe,58,382,1
TXN04579,U0442,938.34,Refund,3381,France,Mobile,44,Afternoon,796,4015.62,1,0,1,9,9,Square,35,1569,0
TXN04580,U2150,259.33,Deposit,1550,USA,Tablet,37,Morning,123,4372.09,1,1,0,7,53,Square,62,393,1
TXN04581,U0972,681.59,Bill Payment,2709,USA,Tablet,3,Evening,700,4989.1,0,0,1,9,99,Stripe,18,368,1
TXN04582,U2415,90.38,Bill Payment,2811,Australia,Tablet,77,Night,818,345.65,1,1,0,2,29,PayPal,57,1447,1
TXN04583,U1387,380.69,Payment,569,Brazil,Tablet,44,Morning,331,3982.52,0,0,0,8,14,PayPal,82,655,0
TXN04584,U1657,362.96,Deposit,2395,USA,Desktop,9,Afternoon,267,353.1,1,1,1,6,70,Stripe,56,1285,1
TXN04585,U1677,294.13,Bill Payment,3374,UK,Tablet,53,Morning,604,1577.39,0,1,1,7,31,Square,38,884,1
TXN04586,U2111,842.71,Bill Payment,1946,Australia,Desktop,28,Evening,188,3232.93,1,0,1,7,39,Square,33,779,1
TXN04587,U1785,125.04,Deposit,347,India,Desktop,11,Evening,582,2239.21,1,1,1,6,70,Stripe,61,391,1
TXN04588,U0791,35.02,Refund,408,France,Mobile,55,Morning,143,2828.46,0,1,1,4,5,Razorpay,29,474,0
TXN04589,U2296,278.46,Withdrawal,133,Nigeria,Tablet,39,Night,127,4831.13,0,0,0,3,43,Stripe,8,35,0
TXN04590,U2107,326.7,Deposit,614,Brazil,Desktop,83,Morning,523,4094.19,1,0,1,9,93,PayPal,78,391,0
TXN04591,U2144,213.95,Withdrawal,3036,India,Mobile,36,Morning,829,1821.53,0,1,0,5,61,Razorpay,9,1301,0
TXN04592,U1636,57.93,Refund,106,China,Mobile,65,Morning,724,3001.72,0,0,1,1,78,Razorpay,2,1558,0
TXN04593,U2043,175.52,Refund,2219,Brazil,Tablet,19,Morning,963,247.17,0,1,0,1,97,PayPal,43,83,0
TXN04594,U1354,93.56,Transfer,2688,China,Tablet,11,Morning,361,2267.23,0,1,0,8,47,Stripe,15,1281,0
TXN04595,U2161,139.42,Payment,3322,China,Mobile,37,Night,571,3043.94,0,1,0,5,69,Stripe,37,1915,0
TXN04596,U0566,259.06,Refund,3616,USA,Desktop,29,Afternoon,848,3575.01,1,0,1,5,26,Razorpay,62,1657,1
TXN04597,U1857,341.83,Refund,262,Canada,Tablet,46,Afternoon,795,4508.08,1,1,1,2,49,PayPal,78,490,1
TXN04598,U0213,66.06,Withdrawal,494,India,Mobile,81,Evening,831,1418.88,1,0,1,8,40,Razorpay,8,1383,0
TXN04599,U0966,129.94,Refund,3316,China,Mobile,73,Night,606,4511.34,0,0,1,6,41,Square,66,1876,1
TXN04600,U1471,78.39,Deposit,1475,India,Desktop,70,Morning,71,3309.28,1,1,1,1,67,Razorpay,49,109,1
TXN04601,U0948,55.36,Transfer,2951,Germany,Desktop,41,Night,621,392.84,0,1,1,9,14,Square,5,610,1
TXN04602,U2267,382.41,Transfer,290,India,Mobile,4,Afternoon,945,1904.76,1,0,1,6,79,Stripe,26,103,0
TXN04603,U2219,599.92,Deposit,3335,Canada,Desktop,47,Morning,281,2385.59,0,0,0,3,78,Stripe,70,1784,0
TXN04604,U0839,115.6,Bill Payment,1869,Nigeria,Tablet,92,Night,423,1765.67,1,1,0,6,84,PayPal,55,1685,1
TXN04605,U2105,347.86,Refund,1338,France,Mobile,98,Evening,877,584.12,1,0,1,4,52,Razorpay,14,1875,0
TXN04606,U0949,568.25,Payment,2133,Nigeria,Desktop,50,Afternoon,438,2760.16,1,1,1,9,86,Square,96,174,1
TXN04607,U0116,467.9,Refund,1439,China,Desktop,11,Morning,623,663.11,0,0,1,8,24,PayPal,23,1270,0
TXN04608,U2629,50.47,Transfer,1353,India,Desktop,9,Morning,158,4575.56,0,1,1,2,59,Square,54,799,0
TXN04609,U0152,782.56,Payment,45,UK,Desktop,36,Morning,722,4326.94,1,0,1,3,8,PayPal,23,1989,0
TXN04610,U0609,118.17,Bill Payment,815,Brazil,Mobile,65,Morning,893,2378.7,0,0,0,8,53,Stripe,18,802,0
TXN04611,U0688,103.59,Withdrawal,2381,Canada,Desktop,66,Morning,250,343.4,1,1,0,2,31,Razorpay,86,1954,1
TXN04612,U2550,16.12,Withdrawal,465,Australia,Tablet,13,Morning,326,2763.27,1,0,0,8,62,Razorpay,27,1280,0
TXN04613,U1648,166.47,Refund,200,China,Tablet,46,Night,624,2963.22,1,0,1,8,68,PayPal,67,73,1
TXN04614,U2105,28.86,Refund,3273,UK,Mobile,19,Evening,516,4442.67,1,1,1,5,36,PayPal,47,1221,0
TXN04615,U2557,71.43,Payment,329,Canada,Mobile,51,Night,652,342.25,1,0,1,5,92,PayPal,88,520,0
TXN04616,U2916,95.29,Payment,2288,China,Tablet,67,Night,913,3462.06,1,0,0,8,20,Razorpay,78,143,1
TXN04617,U2082,413.64,Bill Payment,1908,Australia,Tablet,25,Morning,337,2816.21,0,0,0,7,63,Stripe,68,190,0
TXN04618,U0165,520.84,Refund,798,Brazil,Mobile,46,Morning,754,878.0,0,0,1,8,0,PayPal,49,145,1
TXN04619,U2275,90.05,Transfer,702,Germany,Tablet,78,Night,630,613.06,1,0,0,1,70,PayPal,65,782,0
TXN04620,U1476,489.21,Withdrawal,2631,Brazil,Tablet,72,Afternoon,817,3471.28,0,0,0,7,69,Razorpay,84,880,1
TXN04621,U2494,486.63,Bill Payment,2705,France,Mobile,2,Morning,639,1702.41,0,1,1,7,82,Stripe,75,1017,1
TXN04622,U0820,361.67,Payment,3431,UK,Mobile,1,Morning,83,4999.7,1,0,1,2,39,Square,51,732,0
TXN04623,U1292,39.66,Transfer,2022,India,Desktop,40,Afternoon,755,4470.55,1,1,0,9,13,Square,75,472,1
TXN04624,U0814,293.06,Refund,1925,Nigeria,Desktop,29,Night,112,2830.76,1,0,0,6,5,Stripe,72,1302,1
TXN04625,U2546,725.21,Deposit,2769,Canada,Tablet,36,Afternoon,982,3210.45,0,1,0,8,58,Stripe,4,1627,1
TXN04626,U0737,286.85,Payment,2408,UK,Mobile,80,Morning,675,798.64,1,1,1,6,8,PayPal,17,621,1
TXN04627,U1057,100.72,Bill Payment,1402,Nigeria,Desktop,2,Evening,368,4470.55,0,0,1,7,95,Razorpay,64,686,0
TXN04628,U2569,173.58,Deposit,2433,Germany,Tablet,8,Afternoon,626,2297.37,1,1,0,3,71,Razorpay,28,111,0
TXN04629,U2718,259.42,Transfer,3537,Canada,Tablet,7,Afternoon,103,2609.16,0,0,0,2,85,Stripe,53,103,0
TXN04630,U0577,178.63,Withdrawal,3294,India,Tablet,8,Morning,179,4366.28,1,0,1,4,71,Square,39,1200,0
TXN04631,U0247,31.94,Transfer,2847,Canada,Tablet,16,Afternoon,288,36.22,0,1,0,4,61,Razorpay,34,834,0
TXN04632,U1406,93.51,Withdrawal,2413,India,Mobile,23,Morning,447,2474.26,0,1,1,5,33,Stripe,83,863,1
TXN04633,U1463,405.37,Transfer,2120,UK,Tablet,71,Evening,966,3135.7,0,1,1,7,8,PayPal,19,851,1
TXN04634,U0937,494.07,Payment,3312,Nigeria,Desktop,13,Evening,231,800.75,0,1,0,3,73,Razorpay,94,1692,0
TXN04635,U0291,36.92,Payment,2552,Canada,Mobile,53,Night,324,346.16,0,1,1,6,21,Square,59,1314,1
TXN04636,U1618,761.16,Bill Payment,1438,Brazil,Tablet,79,Morning,351,2677.0,1,0,0,8,76,Square,58,453,0
TXN04637,U0976,99.68,Deposit,127,Canada,Desktop,17,Evening,968,2739.91,0,0,1,8,41,Square,85,1581,0
TXN04638,U1371,271.41,Transfer,1511,Brazil,Desktop,87,Morning,669,1654.6,1,1,1,9,98,Stripe,11,769,1
TXN04639,U0555,348.41,Transfer,1621,USA,Mobile,38,Afternoon,607,4411.75,0,1,1,2,71,Razorpay,69,1095,1
TXN04640,U1531,417.76,Deposit,3599,Nigeria,Mobile,46,Afternoon,230,1508.92,1,1,0,4,76,Square,66,1515,0
TXN04641,U0019,728.54,Refund,3320,USA,Mobile,26,Morning,323,2584.81,0,0,0,1,98,PayPal,37,1564,0
TXN04642,U0912,93.83,Bill Payment,482,Canada,Desktop,91,Morning,984,937.64,0,1,0,7,92,PayPal,53,1316,0
TXN04643,U0478,488.88,Transfer,1336,Germany,Desktop,70,Afternoon,789,60.75,1,0,1,6,73,Razorpay,94,1987,0
TXN04644,U0757,35.3,Bill Payment,3516,Nigeria,Tablet,97,Morning,826,2133.01,0,0,1,3,29,Razorpay,35,648,0
TXN04645,U0083,305.23,Transfer,283,USA,Mobile,90,Afternoon,263,2637.11,0,1,1,5,69,Square,57,998,1
TXN04646,U1745,338.68,Transfer,3074,China,Mobile,33,Night,449,3824.58,0,0,0,3,28,PayPal,19,5,0
TXN04647,U2498,283.09,Refund,2122,Germany,Mobile,18,Night,548,2246.62,1,0,0,7,37,PayPal,38,25,0
TXN04648,U2247,72.69,Payment,3136,UK,Mobile,5,Night,610,1397.27,0,1,0,8,4,Razorpay,65,396,0
TXN04649,U1969,515.98,Bill Payment,2821,USA,Desktop,29,Morning,740,3023.16,1,1,0,8,6,Stripe,93,1330,1
TXN04650,U2214,46.24,Deposit,2395,Germany,Mobile,91,Afternoon,311,1908.97,0,0,0,9,10,Square,79,144,0
TXN04651,U2695,13.78,Bill Payment,2045,UK,Desktop,11,Evening,188,1170.96,0,1,0,9,83,Stripe,97,1157,1
TXN04652,U1605,315.99,Refund,2372,China,Desktop,14,Evening,597,4552.19,0,0,1,4,26,Stripe,45,1434,0
TXN04653,U0099,161.32,Withdrawal,239,France,Mobile,38,Afternoon,64,2685.77,0,0,0,5,62,PayPal,24,210,0
TXN04654,U2464,472.78,Withdrawal,1421,Nigeria,Desktop,63,Afternoon,614,1006.38,0,1,1,9,78,PayPal,60,1501,0
TXN04655,U0224,120.88,Refund,2385,France,Desktop,63,Afternoon,425,3356.2,0,0,1,5,92,PayPal,63,672,0
TXN04656,U0662,46.06,Refund,341,USA,Mobile,14,Afternoon,623,4016.37,1,0,0,3,11,Square,19,204,0
TXN04657,U1747,452.65,Payment,3351,Canada,Mobile,57,Afternoon,352,3793.88,1,0,0,9,58,Stripe,66,1092,0
TXN04658,U1906,199.02,Bill Payment,3425,Canada,Tablet,99,Evening,944,2999.69,1,0,0,8,57,Stripe,43,1452,0
TXN04659,U2830,52.43,Bill Payment,2994,Brazil,Desktop,66,Night,579,2600.51,0,0,1,8,37,Stripe,80,1129,0
TXN04660,U0432,318.58,Withdrawal,892,Germany,Desktop,0,Afternoon,136,3887.73,1,1,0,6,32,PayPal,80,733,0
TXN04661,U0198,178.91,Deposit,1487,France,Tablet,6,Morning,135,3542.07,0,1,1,2,34,Square,55,1083,0
TXN04662,U1955,231.78,Bill Payment,462,UK,Tablet,8,Night,313,2859.53,1,0,0,6,54,PayPal,63,347,0
TXN04663,U0631,154.46,Transfer,1317,USA,Mobile,0,Evening,725,3290.31,1,1,1,3,58,Stripe,55,1856,1
TXN04664,U1348,441.1,Transfer,798,India,Tablet,4,Afternoon,496,847.29,1,1,1,2,43,Razorpay,48,1648,1
TXN04665,U2233,442.35,Payment,733,UK,Mobile,46,Morning,873,104.57,0,1,1,6,47,PayPal,36,233,1
TXN04666,U2064,308.94,Payment,3479,India,Mobile,99,Evening,752,4656.02,0,1,0,8,96,PayPal,21,45,0
TXN04667,U0067,27.85,Withdrawal,162,Brazil,Mobile,9,Night,309,4676.75,0,1,1,7,14,Square,93,724,1
TXN04668,U0673,456.36,Deposit,3575,Canada,Desktop,1,Night,596,3940.91,0,1,0,4,99,Razorpay,38,1087,1
TXN04669,U0227,277.93,Deposit,2496,Nigeria,Desktop,22,Morning,559,1864.66,1,1,0,8,54,Square,61,1480,0
TXN04670,U2905,298.53,Refund,1479,Nigeria,Mobile,92,Afternoon,437,758.0,1,0,1,8,94,PayPal,57,1514,1
TXN04671,U2334,112.74,Payment,2313,Canada,Tablet,55,Morning,360,1789.87,0,1,1,7,41,Square,88,1960,1
TXN04672,U0328,528.57,Bill Payment,1010,Brazil,Desktop,18,Morning,155,3632.54,1,1,0,2,24,PayPal,66,805,1
TXN04673,U0894,323.08,Transfer,132,China,Desktop,37,Evening,612,1679.32,0,0,1,4,1,Razorpay,82,369,0
TXN04674,U2866,29.86,Bill Payment,1858,France,Tablet,46,Morning,961,3980.59,0,1,0,3,81,Square,71,497,0
TXN04675,U2431,130.97,Transfer,2168,India,Desktop,83,Morning,365,3366.7,1,0,1,7,40,Razorpay,17,1525,1
TXN04676,U0678,543.72,Withdrawal,1916,India,Tablet,75,Night,80,3151.75,0,1,1,3,43,PayPal,73,226,1
TXN04677,U0419,12.09,Transfer,1243,USA,Tablet,74,Evening,639,4651.53,1,0,1,7,49,PayPal,37,1073,1
TXN04678,U1045,813.73,Bill Payment,3489,Canada,Desktop,98,Afternoon,670,4467.61,0,0,0,8,89,Razorpay,20,1917,0
TXN04679,U1415,284.21,Bill Payment,672,Germany,Tablet,51,Night,236,3559.77,0,0,1,4,77,Square,97,515,0
TXN04680,U2989,249.49,Deposit,505,France,Tablet,48,Morning,396,1000.24,0,1,1,7,70,Razorpay,81,79,0
TXN04681,U2989,78.87,Deposit,3372,Brazil,Mobile,70,Afternoon,58,4694.93,0,1,0,9,43,Razorpay,33,1078,0
TXN04682,U1333,71.52,Payment,2157,Canada,Mobile,22,Evening,236,1139.48,0,0,0,7,89,Stripe,97,1075,0
TXN04683,U0090,712.08,Bill Payment,1262,Canada,Desktop,49,Night,509,1866.05,0,0,1,2,58,Razorpay,53,465,0
TXN04684,U1006,88.55,Withdrawal,293,China,Tablet,16,Afternoon,337,4134.77,1,0,1,9,56,Razorpay,30,635,1
TXN04685,U0359,373.48,Transfer,2011,Germany,Desktop,47,Morning,471,1047.24,1,0,0,5,39,Stripe,79,1712,0
TXN04686,U0145,124.86,Payment,3036,UK,Desktop,1,Morning,414,3194.82,0,0,1,6,59,Stripe,97,1992,1
TXN04687,U2854,37.49,Refund,828,UK,Mobile,68,Afternoon,288,2291.89,1,1,0,2,14,Razorpay,98,860,1
TXN04688,U2568,2.69,Refund,187,Australia,Tablet,61,Night,373,3122.05,0,0,1,7,74,PayPal,83,1061,0
TXN04689,U0928,196.46,Transfer,1060,China,Desktop,84,Afternoon,308,4790.46,0,0,1,9,93,Stripe,89,997,0
TXN04690,U2200,930.13,Transfer,3633,UK,Desktop,12,Morning,606,4042.78,0,0,1,2,59,Razorpay,66,1360,0
TXN04691,U0428,115.17,Transfer,2304,China,Mobile,60,Evening,121,1482.63,1,1,1,9,65,PayPal,57,1305,0
TXN04692,U0016,110.48,Deposit,1459,India,Mobile,10,Night,346,291.08,1,1,1,5,38,Square,72,997,1
TXN04693,U0139,105.43,Transfer,1643,Nigeria,Mobile,87,Morning,632,4835.39,0,1,0,1,89,PayPal,85,1202,0
TXN04694,U1946,183.78,Refund,1032,Nigeria,Desktop,96,Morning,35,2927.94,0,1,1,5,46,Square,2,1253,1
TXN04695,U2437,145.25,Transfer,2796,Canada,Tablet,26,Afternoon,724,869.66,1,0,1,2,12,Razorpay,76,717,1
TXN04696,U1892,529.89,Bill Payment,1202,Nigeria,Mobile,34,Morning,452,3137.41,1,0,0,8,95,Razorpay,33,1443,0
TXN04697,U0954,176.06,Withdrawal,3314,France,Mobile,17,Night,458,215.87,1,0,0,3,20,Stripe,11,1090,1
TXN04698,U0542,177.2,Refund,2089,UK,Tablet,84,Afternoon,225,941.67,1,1,0,9,13,Square,58,1918,1
TXN04699,U0368,37.23,Withdrawal,3429,France,Desktop,67,Evening,890,3164.99,0,0,0,5,78,PayPal,78,738,1
TXN04700,U0076,1014.83,Refund,2805,USA,Desktop,60,Morning,801,2015.37,1,1,0,3,21,PayPal,43,1300,1
TXN04701,U0530,71.91,Payment,2161,UK,Tablet,40,Night,376,1628.83,1,1,0,1,72,PayPal,43,784,1
TXN04702,U2898,19.05,Bill Payment,2816,Germany,Mobile,95,Night,572,3279.2,0,1,0,4,71,Razorpay,57,58,1
TXN04703,U1355,272.03,Refund,3238,Brazil,Tablet,42,Evening,187,4332.69,0,0,0,7,73,Square,49,884,0
TXN04704,U2360,226.19,Bill Payment,3576,Australia,Desktop,48,Night,751,3394.56,1,1,1,3,15,Razorpay,72,397,1
TXN04705,U1321,134.1,Refund,854,China,Desktop,10,Night,2,2319.89,0,0,0,9,72,Razorpay,77,1319,0
TXN04706,U1599,137.13,Withdrawal,2126,Canada,Mobile,66,Evening,5,3296.02,0,1,0,5,93,PayPal,37,1721,0
TXN04707,U0008,384.35,Withdrawal,719,China,Mobile,50,Morning,403,3479.78,0,0,0,6,0,Stripe,89,943,1
TXN04708,U2085,54.45,Refund,1847,Brazil,Tablet,51,Night,771,3876.38,1,1,0,7,74,PayPal,47,1354,0
TXN04709,U1089,429.05,Refund,878,Brazil,Desktop,84,Afternoon,612,1538.71,0,1,0,5,33,Razorpay,90,477,0
TXN04710,U1205,261.56,Deposit,3268,Brazil,Desktop,42,Night,308,576.6,0,1,0,2,71,PayPal,33,316,1
TXN04711,U0755,135.74,Bill Payment,402,UK,Tablet,57,Afternoon,358,3410.99,0,1,0,3,5,Razorpay,43,1476,1
TXN04712,U2816,153.14,Bill Payment,2881,Australia,Mobile,77,Night,838,609.82,0,1,1,9,32,PayPal,54,160,1
